airport_id,airport_code,airport_name,address,city,state,longitude,latitude
10135,ABE, Lehigh Valley International,3311 Airport Rd,Allentown,PA,-75.4404,40.65236
10136,ABI, Abilene Regional,2933 Airport Blvd,Abilene,TX,-99.6819,32.41132
10139,ABL, Ambler River,,Ambler,AK,-157.85747,67.10631
10140,ABQ, Albuquerque International Sunport,2200 Sunport Blvd SE,Albuquerque,NM,-106.60919,35.04022
10141,ABR, Aberdeen Regional,123 S Lincoln St,Aberdeen,SD,-98.42183,45.44906
10146,ABY, Southwest Georgia Regional,3905 Newton Rd,Albany,GA,-84.19447,31.53552
10154,ACK, Nantucket Memorial,14 Airport Rd,Nantucket,MA,-70.06018,41.25305
10155,ACT, Waco Regional,7909 Karl May Dr,Waco,TX,-97.23052,31.61129
10157,ACV, California Redwood Coast Humboldt County,3561 Boeing Ave,McKinleyville,CA,-124.10862,40.97812
10158,ACY, Atlantic City International,Atlantic City International Airport,Atlantic City (Egg Harbor Twp),NJ,-74.57717,39.45758
10165,ADK, Adak,,Adak Island,AK,-176.64603,51.87796
10184,AET, Allakaket Airport,,Allakaket,AK,-152.62216,66.55182
10185,AEX, Alexandria International,1611 Arnold Dr,Alexandria,LA,-92.54856,31.32737
10204,AGN, Angoon Seaplane Base,,Angoon,AK,-134.58509,57.50356
10208,AGS, Augusta Regional at Bush Field,1501 Aviation Way,Augusta,GA,-81.9645,33.36994
10216,AHN, Athens/Ben Epps,1010 Ben Epps Dr,Athens,GA,-83.32635,33.9486
10221,AIA, Alliance Municipal,5631 Sarpy Rd,Alliance,NE,-102.80377,42.05323
10225,AIN, Wainwright Airport,,Wainwright,AK,-159.99475,70.638
10237,AKB, Atka Airport,,Atka,AK,-174.20635,52.22035
10241,AKI, Akiak Airport,,Akiak,AK,-161.23058,60.90289
10243,AKK, Akhiok Airport,1500 Anton Larson Rd,Akhihok,AK,-154.18256,56.93869
10245,AKN, King Salmon Airport,Mile 1 Alaska Peninsula Hwy,King Salmon,AK,-156.64922,58.6768
10247,AKP, Anaktuvuk Pass Airport,,Anaktuvuk Pass,AK,-151.74334,68.1336
10257,ALB, Albany International,737 Albany Shaker Rd,Albany,NY,-73.80298,42.74812
10266,ALM, Alamogordo White Sands Regional,3500 Airport Rd,Alamogordo,NM,-105.99058,32.83994
10268,ALO, Waterloo Regional,2790 Livingston Ln,Waterloo,IA,-92.40034,42.55708
10272,ALS, San Luis Valley Regional/Bergman Field,9168 County Rd 110 S,Alamosa,CO,-105.86656,37.43492
10275,ALW, Walla Walla Regional,45 Terminal Loop Rd,Walla Walla,WA,-118.28804,46.09456
10279,AMA, Rick Husband Amarillo International,10801 Airport Blvd,Amarillo,TX,-101.70593,35.21937
10299,ANC, Ted Stevens Anchorage International,5000 Old International Airport Rd,Anchorage,AK,-149.99636,61.17436
10304,ANI, Aniak Airport,,Aniak,AK,-159.54304,61.5816
10322,AOO, Altoona-Blair County,2 Airport Dr,Altoona (Martinsburg),PA,-78.32002,40.29637
10324,AOS, Amook Bay Airport,,Amook Bay,AK,-153.81536,57.47149
10333,APN, Alpena County Regional,1617 Airport Rd,Alpena,MI,-83.56029,45.07807
10361,ART, Watertown International,22529 Airport Dr,Watertown (Dexter),NY,-76.02174,43.99192
10363,ARV, Lakeland/Noble F. Lee Memorial Field,,Arctic Village,AK,-145.57611,68.11608
10372,ASE, Aspen Pitkin County Sardy Field,0223 E Airport Rd,Aspen,CO,-106.86886,39.22317
10396,ATK, Atqasuk Edward Burnell Sr. Memorial,,Atqasuk,AK,-157.43574,70.46728
10397,ATL, Hartsfield-Jackson Atlanta International,6000 N Terminal Pkwy,Atlanta,GA,-84.42694,33.64044
10405,ATT, Atmautluak Airport,,Atmautluak,AK,-162.27314,60.86675
10408,ATW, Appleton International,W6390 Challenger Dr,Appleton,WI,-88.51948,44.25741
10409,ATY, Watertown Regional,2416 Boeing Ave,Watertown,SD,-97.15472,44.91398
10414,AUG, Augusta State,75 Airport Rd,Augusta,ME,-69.79732,44.32065
10416,AUK, Alakanuk Airport,,Alakanuk,AK,-164.65993,62.68004
10423,AUS, Austin - Bergstrom International,3600 Presidential,Austin,TX,-97.66989,30.19453
10431,AVL, Asheville Regional,61 Terminal Dr,Asheville (Fletcher),NC,-82.54181,35.43619
10434,AVP, Wilkes Barre Scranton International,100 Terminal Dr,Wilkes Barre/Scranton (Avoca),PA,-75.7234,41.33848
10469,AZO, Kalamazoo/Battle Creek International,5235 Portage Rd,Kalamazoo,MI,-85.55206,42.23488
10529,BDL, Bradley International,Schoephoester Rd,Windsor Locks,CT,-72.68322,41.93889
10540,BED, Laurence G Hanscom Field,200 Hanscom Dr,Bedford,MA,-71.28903,42.46995
10551,BET, Bethel Airport,3521 State Hwy,Bethel,AK,-161.838,60.77978
10557,BFD, Bradford Regional,212 Airport Dr,Bradford (Lewis Run),PA,-78.64012,41.80307
10558,BFF, Western Neb. Regional/William B. Heilig Field,250023 Airport Terminal St,Scottsbluff,NE,-103.59564,41.87403
10559,BFI, Boeing Field/King County International,7277 Perimeter Rd,Seattle,WA,-122.30196,47.52999
10561,BFL, Meadows Field,3701 Wings Way,Bakersfield,CA,-119.05677,35.4336
10577,BGM, Greater Binghamton/Edwin A. Link Field,2534 Airport Rd,Binghamton (Johnson City),NY,-75.97961,42.20847
10581,BGR, Bangor International,287 Godfrey Blvd,Bangor,ME,-68.82814,44.80744
10589,BHB, Hancock County-Bar Harbor,143 Caruso Dr,Trenton,ME,-68.3615,44.44969
10590,IFP, Laughlin/Bullhead International,2550 Laughlin View Dr,Bullhead City,AZ,-114.55953,35.15739
10599,BHM, Birmingham-Shuttlesworth International,5900 Airport Hwy,Birmingham,AL,-86.75355,33.56294
10612,BIC, Big Creek Airport,,Big Creek,AK,-157.58333,57.66667
10613,BID, Block Island State,1 Center Rd,Block Island,RI,-71.57784,41.16812
10616,BIG, Allen AAF,,Delta Junction,AK,-145.72164,63.99455
10620,BIL, Billings Logan International,1901 Terminal Circle,Billings,MT,-108.54286,45.80766
10627,BIS, Bismarck Municipal,2301 University Dr,Bismarck,ND,-100.74574,46.77273
10631,BJI, Bemidji Regional,4015 Moberg Dr,Bemidji,MN,-94.93372,47.50942
10640,BKC, Buckland Airport,,Buckland,AK,-161.14907,65.98157
10654,BKW, Raleigh County Memorial,176 Airport Rd,Beckley (Beaver),WV,-81.12416,37.78733
10655,BKX, Brookings Regional,311 3rd Ave,Brookings,SD,-96.81694,44.30483
10663,BLF, Mercer County,Airport Rd,Bluefield,WV,-81.20769,37.2958
10666,BLI, Bellingham International,4225 Mitchell Way,Bellingham,WA,-122.53753,48.79275
10676,BLV, Scott AFB/MidAmerica,9768 Airport Blvd,Belleville (Mascoutah),IL,-89.83518,38.54518
10685,BMI, Central Il Regional Airport at Bloomington,3201 Cira Dr,Bloomington/Normal,IL,-88.91595,40.47799
10693,BNA, Nashville International,1 Terminal Dr,Nashville,TN,-86.67818,36.12448
10713,BOI, Boise Air Terminal,3201 Airport Way,Boise,ID,-116.22286,43.56436
10721,BOS, Logan International,1 Harborside Dr,Boston,MA,-71.00519,42.36436
10728,BPT, Jack Brooks Regional,4875 Parker Dr,Beaumont,TX,-94.02069,29.95083
10731,BQK, Brunswick Golden Isles,500 Connolle St,Brunswick,GA,-81.46631,31.25903
10739,BRD, Brainerd Lakes Regional,16384 Airport Rd,Brainerd,MN,-94.13723,46.39786
10744,BRL, Southeast Iowa Regional,2515 Summer St,Burlington,IA,-91.12551,40.78323
10747,BRO, Brownsville South Padre Island International,700 S Minnesota Ave,Brownsville,TX,-97.42586,25.90683
10754,BRW, Wiley Post/Will Rogers Memorial,1741 Ahkovak St,Barrow,AK,-156.766,71.28545
10770,BSZ, Bartletts Airport,,Egegik,AK,-157.35239,58.21621
10775,BTI, Barter Island Airport,,Barter Island LRRS,AK,-143.57704,70.1339
10779,BTM, Bert Mooney,101 Airport Rd,Butte,MT,-112.49747,45.95481
10781,BTR, Baton Rouge Metropolitan/Ryan Field,9430 Jackie Cochran Dr,Baton Rouge,LA,-91.14963,30.53316
10783,BTT, Bettles Airport,,Bettles,AK,-151.52806,66.91529
10785,BTV, Burlington International,1200 Airport Dr,South Burlington,VT,-73.15328,44.47186
10792,BUF, Buffalo Niagara International,4200 Genesee St,Buffalo,NY,-78.73217,42.94052
10800,BUR, Bob Hope,2627 N Hollywood Way,Burbank,CA,-118.35867,34.20067
10821,BWI, Baltimore/Washington International Thurgood Marshall,Aviation Blvd & Elm Rd,Baltimore,MD,-76.66833,39.17536
10834,BYA, Boundary Airport,,Boundary,AK,-141.11338,64.0783
10849,BZN, Bozeman Yellowstone International,850 Gallatin Field Rd,Bozeman,MT,-111.15301,45.7769
10868,CAE, Columbia Metropolitan,3000 Aviation Way,Columbia (West Columbia),SC,-81.11954,33.93884
10874,CAK, Akron-Canton Regional,5400 Lauby Rd & NW,Akron,OH,-81.44247,40.91631
10917,CDB, Cold Bay Airport,,Cold Bay,AK,-162.72426,55.2056
10918,CDC, Cedar City Regional,2281 W Kittyhawk,Cedar City,UT,-113.09885,37.70097
10925,CDR, Chadron Municipal,100 Airport Rd,Chadron,NE,-103.09542,42.83756
10926,CDV, Merle K Mudhole Smith,13 Mile Copper River Hwy,Cordova,AK,-145.47765,60.49183
10930,CEC, Jack McNamara Field,Airport Rd,Crescent City,CA,-124.23653,41.78016
10938,CEM, Central Airport,,Central,AK,-144.78329,65.57381
10950,CEZ, Cortez Municipal,22874 County Rd F,Cortez,CO,-108.62806,37.30303
10951,CFA, Coffee Point Airport,,Coffee Point,AK,-157.5,58.23056
10961,CGA, Craig Seaplane Base,,Craig,AK,-133.1478,55.47883
10967,CGI, Cape Girardeau Regional,Airport Rd,Cape Girardeau,MO,-89.57075,37.22532
10980,CHA, Lovell Field,1001 Airport Rd,Chattanooga,TN,-85.20379,35.03527
10990,CHO, Charlottesville Albemarle,100 Bowen Loop,Charlottesville,VA,-78.45286,38.13864
10994,CHS, Charleston AFB/International,5500 Intl Blvd,Charleston,SC,-80.04053,32.89864
10996,CHU, Chuathbaluk Airport,,Chuathbaluk,AK,-159.23583,61.58416
11003,CID, The Eastern Iowa,2121 Arthur Collins Pkwy,Cedar Rapids,IA,-91.71087,41.88459
11007,CIK, Chalkyitsik Airport,,Chalkyitsik,AK,-143.73993,66.64502
11013,CIU, Chippewa County International,5109 W Airport Dr,Sault Ste Marie (Kincheloe),MI,-84.47239,46.25075
11027,CKB, North Central West Virginia,2000 Aviation Way,Clarksburg (Bridgeport),WV,-80.22808,39.29664
11028,CKD, Crooked Creek Airport,,Crooked Creek,AK,-158.13492,61.86786
11036,CKX, Chicken Airport,,Chicken,AK,-141.95228,64.07134
11041,CLD, McClellan-Palomar,2192 Palomar Airport Rd,Carlsbad,CA,-117.28008,33.12825
11042,CLE, Cleveland-Hopkins International,5300 Riverside Dr,Cleveland,OH,-81.84979,41.41169
11049,CLL, Easterwood Field,1 McKenzie Terminal Blvd,College Station,TX,-96.36382,30.58859
11050,CLM, William R. Fairchild International,830 W Lauridsen Blvd,Port Angeles,WA,-123.49969,48.12019
11053,CLP, Clarks Point Airport,,Clarks Point,AK,-158.54523,58.8423
11057,CLT, Charlotte Douglas International,5501 Josh Birmingham Pkwy,Charlotte,NC,-80.94313,35.21401
11066,CMH, John Glenn Columbus International,4600 International Gateway,Columbus,OH,-82.89188,39.99799
11067,CMI, University of Illinois/Willard,One Aiport Rd,Chapaign/Urbana (Savoy),IL,-88.27806,40.03925
11076,CMX, Houghton County Memorial,23810 Airpark Blvd,Hancock (Calumet),MI,-88.48906,47.16842
11085,CNM, Cavern City Air Terminal,1505 Terminal Dr,Carlsbad,NM,-104.26328,32.33747
